ID,Producer,Producer.1,Battery,Battery.1,SDate,VP,VP_Adjusted,Sulf Input,Sulf,S.Temp,A.Temp,Dens Input,Dens,Temp.Mean,Temp.Roll,Estevan,Weyburn,Oxbow,Yellow Grass North,Melita,Kipling,CrudeType,Unknown,C5,Light_LSB,Light_SW,Medium_LSB,Medium_SW,Midale,Heavy_Sour,Heavy_SW,Crude_Breakdown,Crude_Num,VP_95_Spec,Post_Aquisition
822,SPAEN,SPAEN,09-08-004-03W2,,2/18/2017,96.2,96.2,,1.13,27.2,1,830.6,830.6,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
823,SPAEN,SPAEN,15-33-006-14W2,,2/18/2017,99.2,99.2,,1.73,11.7,-16,846.6,846.6,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
824,LRE,LRE,04-05-002-15W2,,2/18/2017,74.9,74.9,,1.95,22.4,2,858.4,858.4,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
825,SECUR ,SECUR ,08-28-005-33W1, REV,2/18/2017,80.6,80.6,1.083,1.083,4.5,-1,846.7,846.7,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
826,SECUR ,SECUR ,08-28-005-33W1, SALES,2/18/2017,99.5,99.5,1.055,1.055,7.9,-1,833,833,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
827,CRESC,CRESC,07-07-006-15W2,,2/19/2017,69.9,69.9,2.711,2.711,17.6,1,868.6,868.6,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
828,LRE,LRE,11-02-005-12W2,,2/19/2017,83.2,83.2,,1.69,17.6,1,844.3,844.3,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
829,SPAEN,SPAEN,15-33-006-14W2,,2/19/2017,89.5,89.5,,1.73,21,2,849.3,849.3,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
830,HUMMI,HUMMI,04-21-006-14W2,,2/19/2017,91.1,91.1,,2.01,23.1,2,857.2,857.2,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
831,SPAEN,SPAEN,11-12-006-15W2,,2/19/2017,76.4,76.4,,2.46,29.1,1,861.7,861.7,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
832,CENOV,CENOV,05-16-006-13W2,,2/19/2017,59.9,59.9,,2.39,28.5,2,867.3,867.3,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
833,ALDON,ALDON,03-05-005-11W2,,2/19/2017,51.1,51.1,,1.83,,1,876.3,876.3,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
834,CAT,CAT,11-04-005-12W2,,2/19/2017,60.1,60.1,,2.09,21.1,1,878.5,878.5,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
835,CAT,CAT,15-32-004-12W2,,2/19/2017,53.2,53.2,,2.17,16.3,1,884.5,884.5,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
836,TORCO,TORCO,03-06-005-12W2,,2/19/2017,50.5,50.5,,2.55,14,1,884.8,884.8,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
837,RDGBK,RDGBK,02-26-009-09W2,,2/21/2017,80.8,80.8,0.165,0.165,27.1,6,809.6,809.6,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,1
838,CRESC,CRESC,13-29-008-07W2,,2/21/2017,89.6,89.6,0.169,0.169,26,6,801.3,801.3,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,1
839,RDGBK,RDGBK,12-06-009-07W2,,2/21/2017,83.4,83.4,0.265,0.265,2.2,6,810.2,810.2,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,1
840,RDGBK,RDGBK,03-33-008-06W2,,2/21/2017,88,88,0.283,0.283,14.1,6,807.8,807.8,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,1
841,SPAEN,SPAEN,13-03-006-34W1,,2/21/2017,61.3,61.3,1.208,1.208,24.6,6,843.6,843.6,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
842,CRESC,CRESC,13-13-007-02W2,,2/21/2017,73.1,73.1,1.279,1.279,32.9,6,846.1,846.1,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
843,SPAEN,SPAEN,16-18-011-04W2,,2/21/2017,89.5,89.5,1.406,1.406,15.6,6,820.8,820.8,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
844,RDGBK,RDGBK,12-22-007-11W2,,2/21/2017,85.9,85.9,1.719,1.719,19.2,6,840.1,840.1,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
845,SECUR ,SECUR ,08-28-005-33W1, REV,2/21/2017,72.2,72.2,1.308,1.308,7.7,6,850.2,850.2,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
846,SECUR ,SECUR ,08-28-005-33W1, SALES,2/21/2017,98.4,98.4,1.122,1.122,8,6,839.7,839.7,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
847,CRESC,CRESC,09-13-007-11W2,,2/22/2017,78.3,78.3,0.525,0.525,15.8,3,816.9,816.9,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
848,CRESC,CRESC,13-30-007-10W2,,2/22/2017,80.9,80.9,0.543,0.543,16.6,3,816.4,816.4,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
849,CRESC,CRESC,11-15-007-09W2,,2/22/2017,97.5,97.5,0.595,0.595,6.1,3,813.1,813.1,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
850,CRESC,CRESC,04-08-008-08W2,,2/22/2017,97.3,97.3,0.639,0.639,8.6,3,820.2,820.2,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
851,RDGBK,RDGBK,12-22-007-11W2,,2/22/2017,93.8,93.8,1.655,1.655,15.5,3,839,839,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
852,SPAEN,SPAEN,11-12-006-15W2,,2/22/2017,73.3,73.3,2.368,2.368,33.9,3,870.4,870.4,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
853,CRESC,CRESC,07-07-006-15W2,,2/22/2017,71,71,2.533,2.533,15.7,3,870.1,870.1,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
854,FIREZ,FIREZ,04-11-007-13W2,,2/22/2017,98.5,98.5,,2.07,17,3,852.8,852.8,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
855,TORCO,TORCO,01-03-008-13W2,,2/22/2017,92.9,92.9,,2.08,16.2,3,853,853,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
856,TORCO,TORCO,16-08-007-12W2,,2/22/2017,91,91,,2.09,17.3,3,861,861,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
857,TORCO,TORCO,14-04-007-13W2,,2/22/2017,70,70,,1.93,23.9,3,864.5,864.5,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
858,CENOV,CENOV,05-16-006-13W2,,2/22/2017,61.9,61.9,,2.39,29.4,3,868.8,868.8,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
859,VALLE,VALLE,15-30-007-12W2,,2/22/2017,73.6,73.6,,2.32,12.6,3,870.4,870.4,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
860,CRESC,CRESC,01-21-001-14W2,,2/23/2017,70.1,70.1,0.212,0.212,4.5,-1,804.1,804.1,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,1
861,CRESC,CRESC,14-27-001-13W2,,2/23/2017,90.6,90.6,0.393,0.393,16.7,-1,811.2,811.2,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,1
862,CRESC,CRESC,14-13-001-05W2,,2/23/2017,91.1,91.1,0.536,0.536,5,-1,806.7,806.7,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
863,SPAEN,SPAEN,09-08-004-03W2,,2/23/2017,90.9,90.9,1.21,1.21,27.9,-1,836.7,836.7,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
864,SPAEN,SPAEN,01-28-002-14W2,,2/23/2017,100.9,100.9,1.333,1.333,25.2,-1,815.8,815.8,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
865,CRESC,CRESC,02-13-006-06W2,,2/23/2017,78.4,78.4,1.524,1.524,27.3,-1,850.1,850.1,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
866,RDGBK,RDGBK,12-22-007-11W2,,2/23/2017,91.4,91.4,1.64,1.64,9.4,-1,836.5,836.5,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
867,LRE,LRE,11-02-005-12W2,,2/23/2017,83.4,83.4,,1.69,16.1,-1,844.1,844.1,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
868,TORCO,TORCO,03-15-004-06W2,,2/23/2017,60.3,60.3,,1.33,17.6,-1,853.5,853.5,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
869,ENERM,ENERM,08-31-004-18W2,,2/23/2017,70.8,70.8,,1.87,26,-1,858,858,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
870,LRE,LRE,04-05-002-15W2,,2/23/2017,75.4,75.4,,1.95,20,-1,862,862,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
871,APACH,APACH,07-12-005-34W1,,2/23/2017,47.9,47.9,,0.68,33.3,-1,877.2,877.2,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
872,RDGBK,RDGBK,12-22-007-11W2,,2/24/2017,118.9,118.9,,1.53,9.5,-4,832.6,832.6,-6.7,-1.50952381,-6.9,-5,-8.3,-4.2,-10,-5.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
873,CRESC,CRESC,10-33-004-32W1,,2/25/2017,67.2,67.2,0.96,0.96,17,-8,839.8,839.8,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
874,CRESC,CRESC,12-23-005-31W1,,2/25/2017,88.3,88.3,1.064,1.064,15.6,-8,837.9,837.9,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
875,CRESC,CRESC,16-10-006-30W1,,2/25/2017,78.8,78.8,1.502,1.502,13.8,-8,849.8,849.8,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
876,SPAEN,SPAEN,03-03-002-32W1,,2/25/2017,91.8,91.8,,1.57,13,-8,824.8,824.8,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
877,CAT,CAT,14-09-002-29W1,,2/25/2017,87.5,87.5,,0.77,25,-8,834.3,834.3,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
878,LRE,LRE,02-14-005-32W1,,2/25/2017,91.1,91.1,,0.98,14.1,-8,836.3,836.3,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
879,RDGBK,RDGBK,09-26-007-09W2,,2/25/2017,102.6,102.6,,0.52,8.9,-8,839,839,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
880,SPAEN,SPAEN,02-17-005-31W1,,2/25/2017,103.5,103.5,,1.31,1.8,-8,841.1,841.1,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
881,POSTE,POSTE,07-24-001-32W1,,2/25/2017,88.6,88.6,,1.42,1,-8,849.3,849.3,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
882,SPAEN,SPAEN,11-25-001-32W1,,2/25/2017,85.4,85.4,,1.56,12.5,-8,857.6,857.6,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
883,POSTE,POSTE,03-23-001-32W1,,2/25/2017,81.4,81.4,,1.65,7.1,-8,857.9,857.9,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
884,TORCO,TORCO,04-17-004-31W1,,2/25/2017,78.4,78.4,,1.74,21.3,-8,861.2,861.2,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
885,POSTE,POSTE,07-31-001-31W1,,2/25/2017,63.2,63.2,,1.71,15,-8,867.2,867.2,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
886,SILVE,SILVE,05-01-001-32W1,,2/25/2017,55.5,55.5,,1.78,7.9,-8,868.1,868.1,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
887,TORCO,TORCO,02-30-001-31W1,,2/25/2017,48.7,48.7,,1.68,14,-8,870,870,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
888,CRESC,CRESC,02-20-006-32W1,,2/26/2017,72.9,72.9,0.8,0.8,15.2,-11,831.6,831.6,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
889,CRESC,CRESC,08-13-006-33W1,,2/26/2017,46.1,46.1,0.856,0.856,11.4,-11,843,843,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
890,CRESC,CRESC,05-14-003-01W2,,2/26/2017,87,87,0.904,0.904,11.5,-11,823.9,823.9,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
891,CRESC,CRESC,14-33-003-01W2,,2/26/2017,71.8,71.8,0.951,0.951,8.5,-11,837.1,837.1,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
892,CRESC,CRESC,13-11-004-02W2,,2/26/2017,75.2,75.2,1.134,1.134,15.8,-11,840.5,840.5,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
893,FEDER,FEDER,05-31-002-01W2,,2/26/2017,78.2,78.2,,0.73,28.8,-11,825.3,825.3,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
894,SPAEN,SPAEN,09-08-004-03W2,,2/26/2017,99.4,99.4,,1.13,24.1,-11,832.8,832.8,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
895,CAT,CAT,03-29-003-04W2,,2/26/2017,63.2,63.2,,0.83,11.6,-11,834.9,834.9,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
896,LRE,LRE,03-13-006-33W1,,2/26/2017,51.3,51.3,,0.81,-4.7,-11,835,835,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
897,TORCO,TORCO,05-07-005-03W2,,2/26/2017,64.8,64.8,,1.29,34.5,-11,848.1,848.1,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
898,TORCO,TORCO,11-02-005-04W2,,2/26/2017,68.8,68.8,,1.44,21.4,-11,851.9,851.9,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
899,MIDAL,MIDAL,07-35-004-04W2,,2/26/2017,70.2,70.2,,1.58,32.5,-11,854,854,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
900,SPAEN,SPAEN,09-10-005-04W2,,2/26/2017,55.7,55.7,,1.19,15.3,-11,854,854,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
901,CAT,CAT,05-24-005-04W2,,2/26/2017,60.9,60.9,,1.49,17.2,-11,855.2,855.2,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
902,SECUR ,SECUR ,08-28-005-33W1, REV,2/26/2017,75.5,75.5,1.106,1.106,3.3,-11,845.5,845.5,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
903,SECUR ,SECUR ,08-28-005-33W1, SALES,2/26/2017,97.9,97.9,1.092,1.092,4.7,-11,833.2,833.2,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
904,CRESC,CRESC,13-30-007-10W2,,2/28/2017,87,87,0.509,0.509,5.1,-14,814.1,814.1,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
905,CRESC,CRESC,09-13-007-11W2,,2/28/2017,88.2,88.2,0.538,0.538,16.7,-14,814.7,814.7,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
906,CRESC,CRESC,04-08-008-08W2,,2/28/2017,101.1,101.1,0.646,0.646,3.1,-14,820.9,820.9,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
907,CRESC,CRESC,11-15-007-09W2,,2/28/2017,85.4,85.4,0.842,0.842,2.8,-14,822.9,822.9,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
908,CRESC,CRESC,13-13-007-02W2,,2/28/2017,78.1,78.1,1.266,1.266,29.3,-14,844.4,844.4,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
909,RDGBK,RDGBK,03-33-008-06W2,,2/28/2017,98.1,98.1,,0.33,15.7,-14,802.4,802.4,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,1
910,RDGBK,RDGBK,02-26-009-09W2,,2/28/2017,88.3,88.3,,0.17,23.1,-14,808.7,808.7,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,1
911,RDGBK,RDGBK,12-06-009-07W2,,2/28/2017,88.7,88.7,,0.19,2.2,-14,827.8,827.8,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,0,0,1,0,0,0,Medium_SW,4,0,1
912,SPAEN,SPAEN,13-03-006-34W1,,2/28/2017,70.4,70.4,,1.2,17,-14,842.5,842.5,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
913,SECUR ,SECUR ,08-28-005-33W1, REV,2/28/2017,97.6,97.6,0.883,0.883,2.8,14,827.5,827.5,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
914,SECUR ,SECUR ,08-28-005-33W1, SALES,2/28/2017,100.9,100.9,1.188,1.188,4.4,-14,839,839,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
915,CRESC,CRESC,01-21-001-14W2,,3/1/2017,82.3,82.3,0.221,0.221,16.7,-15,807.7,807.7,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,1
916,CRESC,CRESC,14-27-001-13W2,,3/1/2017,89.3,89.3,0.51,0.51,21.3,-15,816.6,816.6,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,1
917,CRESC,CRESC,07-07-006-15W2,,3/1/2017,83.9,83.9,2.856,2.856,15.3,-15,871,871,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
918,SPAEN,SPAEN,01-28-002-14W2,,3/1/2017,95.1,95.1,,1.31,26.5,-15,835.9,835.9,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
919,LRE,LRE,11-02-005-12W2,,3/1/2017,83.2,83.2,,1.63,12.1,-15,845.9,845.9,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
920,SPAEN,SPAEN,15-33-006-14W2,,3/1/2017,93.1,93.1,,1.7,21.6,-15,849.1,849.1,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
921,ENERM,ENERM,08-31-004-18W2,,3/1/2017,75,75,,1.86,25.5,-15,858.9,858.9,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
922,LRE,LRE,04-05-002-15W2,,3/1/2017,69.2,69.2,,1.9,19.8,-15,866.6,866.6,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,1
923,CENOV,CENOV,05-16-006-13W2,,3/1/2017,63.1,63.1,,2.38,28.9,-15,867.1,867.1,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,1
