ID,Producer,Producer.1,Battery,Battery.1,SDate,VP,VP_Adjusted,Sulf Input,Sulf,S.Temp,A.Temp,Dens Input,Dens,Temp.Mean,Temp.Roll,Estevan,Weyburn,Oxbow,Yellow Grass North,Melita,Kipling,CrudeType,Unknown,C5,Light_LSB,Light_SW,Medium_LSB,Medium_SW,Midale,Heavy_Sour,Heavy_SW,Crude_Breakdown,Crude_Num,VP_95_Spec,Post_Aquisition
1,CENOV,CENOV,05-16-006-13W2,,10/2/2015,53.1,37.26521739,,2.41,,,,872.7,11.73333333,13.05,10.9,11.7,11,12.5,13.5,10.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
2,CRESC,CRESC,07-07-006-15W2,,10/2/2015,72.1,56.26521739,,2.59,,,,876,11.73333333,13.05,10.9,11.7,11,12.5,13.5,10.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
3,SPAEN,SPAEN,11-12-006-15W2,,10/2/2015,104.8,88.96521739,,2.3,,,,872,11.73333333,13.05,10.9,11.7,11,12.5,13.5,10.8,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
4,CRESC,CRESC,07-07-006-15W2,,10/9/2015,70.7,54.86521739,,2.59,,,877.2,877.2,11.4,8.719047619,12.2,12.3,10.3,13.5,9.1,11,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
5,CENOV,CENOV,05-16-006-13W2,,10/9/2015,73.2,57.36521739,,2.41,,,,872.7,11.4,8.719047619,12.2,12.3,10.3,13.5,9.1,11,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
6,SPAEN,SPAEN,11-12-006-15W2,,10/9/2015,62.8,46.96521739,,2.3,,,,872,11.4,8.719047619,12.2,12.3,10.3,13.5,9.1,11,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
7,PMCL,PMCL,01-07-006-10W2, SALES,10/14/2015,112,103.7451389,,2.02,,,848,848,8.75,11.2047619,9.1,7.7,8.8,9,10.1,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
8,LRE,LRE,11-02-005-12W2,,10/14/2015,111.3,106.9218414,,1.44,,,822.6,822.6,8.75,11.2047619,9.1,7.7,8.8,9,10.1,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
9,SPAEN,SPAEN,01-28-002-14W2,,10/14/2015,91.2,86.82184144,,1.26,,,823.1,823.1,8.75,11.2047619,9.1,7.7,8.8,9,10.1,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
10,CRESC,CRESC,02-13-006-06W2,,10/14/2015,72.9,64.64513885,,1.53,,,843.3,843.3,8.75,11.2047619,9.1,7.7,8.8,9,10.1,7.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
11,SECUR ,SECUR ,08-28-005-33W1, SALES,10/14/2015,101.3,96.92184144,,1.03,,,,820.9,8.75,11.2047619,9.1,7.7,8.8,9,10.1,7.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
12,RDGBK,RDGBK,12-22-007-11W2,,10/15/2015,90.5,86.12184144,,1.26,,,,825,5.7,10.65238095,4.5,4.8,8.8,6.5,4.7,4.9,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
13,LRE,LRE,11-02-005-12W2,,10/16/2015,97.1,92.72184144,,1.44,,,822.2,822.2,6.016666667,9.883333333,5.2,5.5,8.8,7.5,4.5,4.6,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
14,SPAEN,SPAEN,11-12-006-15W2,,10/16/2015,62.1,46.26521739,,2.3,,,870.1,870.1,6.016666667,9.883333333,5.2,5.5,8.8,7.5,4.5,4.6,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
15,CENOV,CENOV,05-16-006-13W2,,10/16/2015,113.2,97.36521739,,2.41,,,871.3,871.3,6.016666667,9.883333333,5.2,5.5,8.8,7.5,4.5,4.6,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
16,APACH,APACH,07-12-006-11W2,,10/16/2015,105.1,89.26521739,,2.08,,,875,875,6.016666667,9.883333333,5.2,5.5,8.8,7.5,4.5,4.6,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
17,CRESC,CRESC,07-07-006-15W2,,10/16/2015,112.9,97.06521739,,2.59,,,877.5,877.5,6.016666667,9.883333333,5.2,5.5,8.8,7.5,4.5,4.6,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
18,SPAEN,SPAEN,03-03-002-32W1,,10/16/2015,96,91.62184144,,1.15,,,,823.8,6.016666667,9.883333333,5.2,5.5,8.8,7.5,4.5,4.6,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
19,CRESC,CRESC,04-08-008-08W2,,10/21/2015,95.4,94.73402913,,0.16,,,801,801,7.466666667,7.471428571,7.7,7.6,7,8.8,7.2,6.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
20,LRE,LRE,11-02-005-12W2,,10/21/2015,111.4,103.1451389,,1.44,,,831,831,7.466666667,7.471428571,7.7,7.6,7,8.8,7.2,6.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
21,CENOV,CENOV,05-16-006-13W2,,10/21/2015,83.3,67.46521739,,2.41,,,875,875,7.466666667,7.471428571,7.7,7.6,7,8.8,7.2,6.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
22,PMCL,PMCL,01-07-006-10W2, SALES,10/22/2015,78.4,70.14513885,,2.02,,,850,850,9.333333333,7.99047619,10.1,10.8,7.5,10,7.4,10.2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
23,CRESC,CRESC,07-07-006-15W2,,10/22/2015,74.2,58.36521739,,2.59,,,875.5,875.5,9.333333333,7.99047619,10.1,10.8,7.5,10,7.4,10.2,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
24,TORCO,TORCO,04-17-004-31W1,,10/22/2015,72.8,64.54513885,,1.73,,,,862.9,9.333333333,7.99047619,10.1,10.8,7.5,10,7.4,10.2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
25,CRESC,CRESC,05-14-003-01W2,,10/27/2015,82.7,78.32184144,,0.71,,,,819.3,3.15,5.611904762,3.4,1.9,3,3.8,4,2.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
26,LRE,LRE,11-02-005-12W2,,10/28/2015,115.4,107.1451389,,1.44,,,837.5,837.5,0.833333333,4.664285714,0.8,0.8,3,0.5,1,-1.1,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
27,PMCL,PMCL,01-07-006-10W2, SALES,10/29/2015,83.8,75.54513885,,2.02,,,850.4,850.4,0.333333333,3.378571429,-1.2,-0.1,3,1.5,-0.5,-0.7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
28,CRESC,CRESC,07-07-006-15W2,,10/29/2015,82.9,67.06521739,,2.59,,,870.5,870.5,0.333333333,3.378571429,-1.2,-0.1,3,1.5,-0.5,-0.7,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
29,CENOV,CENOV,05-16-006-13W2,,10/29/2015,80.8,64.96521739,,2.41,,,872.5,872.5,0.333333333,3.378571429,-1.2,-0.1,3,1.5,-0.5,-0.7,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
30,LRE,LRE,11-02-005-12W2,,11/5/2015,62.5,54.24513885,,1.44,,,865,865,1.766666667,3.521428571,1.4,1.5,3,2.5,1.8,0.4,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
31,CENOV,CENOV,05-16-006-13W2,,11/6/2015,63.6,47.76521739,,2.41,,,871.1,871.1,0.333333333,2.764285714,-0.3,-1.1,3,2,-1.1,-0.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
32,CRESC,CRESC,02-13-006-06W2,,11/10/2015,75.2,66.94513885,,1.53,,,848.6,848.6,1.15,2.402380952,0.9,0.6,3,0.8,1.6,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
33,CRESC,CRESC,04-08-008-08W2,,11/13/2015,84.5,83.83402913,,0.21,,,803.6,803.6,1.366666667,2.171428571,1.8,1.5,3,1.3,0.4,0.2,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
34,LRE,LRE,11-02-005-12W2,,11/13/2015,94.7,86.44513885,,1.44,,,841.4,841.4,1.366666667,2.171428571,1.8,1.5,3,1.3,0.4,0.2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
35,SPAEN,SPAEN,11-12-006-15W2,,11/13/2015,111.6,95.76521739,,2.3,,,869,869,1.366666667,2.171428571,1.8,1.5,3,1.3,0.4,0.2,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
36,CENOV,CENOV,05-16-006-13W2,,11/13/2015,70.8,54.96521739,,2.41,,,870.6,870.6,1.366666667,2.171428571,1.8,1.5,3,1.3,0.4,0.2,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
37,CRESC,CRESC,07-07-006-15W2,,11/13/2015,115.1,99.26521739,,2.59,,,875.8,875.8,1.366666667,2.171428571,1.8,1.5,3,1.3,0.4,0.2,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
38,SPAEN,SPAEN,03-03-002-32W1,,11/17/2015,120,115.6218414,,1.12,,,824,824,-0.383333333,2.09047619,-1.5,-1.2,-1,2.5,0.4,-1.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
39,LRE,LRE,11-02-005-12W2,,11/17/2015,91.1,82.84513885,,1.44,,,840,840,-0.383333333,2.09047619,-1.5,-1.2,-1,2.5,0.4,-1.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
40,SPAEN,SPAEN,01-28-002-14W2,,11/17/2015,92,83.74513885,,1.28,,,846.7,846.7,-0.383333333,2.09047619,-1.5,-1.2,-1,2.5,0.4,-1.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
41,SECUR ,SECUR ,08-28-005-33W1, SALES,11/17/2015,91.1,82.84513885,,1.02,,,826,826,-0.383333333,2.09047619,-1.5,-1.2,-1,2.5,0.4,-1.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
42,SPAEN,SPAEN,11-12-006-15W2,,11/19/2015,113.6,97.76521739,,2.3,,,868,868,-7.833333333,0.578571429,-7,-7.6,-6.8,-7,-8.2,-10.4,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
43,CENOV,CENOV,05-16-006-13W2,,11/19/2015,59.4,43.56521739,,2.41,,,870.5,870.5,-7.833333333,0.578571429,-7,-7.6,-6.8,-7,-8.2,-10.4,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
44,TORCO,TORCO,04-17-004-31W1,,11/19/2015,87.1,78.84513885,,1.73,,,,862.8,-7.833333333,0.578571429,-7,-7.6,-6.8,-7,-8.2,-10.4,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
45,CRESC,CRESC,07-07-006-15W2,,11/19/2015,72.1,56.26521739,,2.59,,,,873.1,-7.833333333,0.578571429,-7,-7.6,-6.8,-7,-8.2,-10.4,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
46,SPAEN,SPAEN,03-03-002-32W1,,11/20/2015,113.4,105.1451389,,1.12,,,827,827,-9.466666667,-0.969047619,-9,-9.7,-9.3,-8.5,-9,-11.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
47,LRE,LRE,11-02-005-12W2,,11/24/2015,89.8,81.54513885,,1.44,,,837,837,-1.3,-4.135714286,-1.5,-0.7,-2.5,-1.5,0,-1.6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
48,SPAEN,SPAEN,16-18-011-04W2,,11/24/2015,99.4,95.02184144,,1.37,,,,815.1,-1.3,-4.135714286,-1.5,-0.7,-2.5,-1.5,0,-1.6,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
49,RDGBK,RDGBK,12-22-007-11W2,,11/26/2015,154.4,146.1451389,,1.26,,,833.3,833.3,-12,-5.707142857,-14.3,-15.3,-14,-5.5,-9.6,-13.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
50,CENOV,CENOV,05-16-006-13W2,,12/1/2015,112.1,96.26521739,,2.41,,,871,871,-5.466666667,-8.085714286,-6.2,-6.7,-5.5,-5.5,-5.3,-3.6,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
51,APACH,APACH,07-12-006-11W2,,12/1/2015,111.7,95.86521739,,2.08,,,872.8,872.8,-5.466666667,-8.085714286,-6.2,-6.7,-5.5,-5.5,-5.3,-3.6,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
52,SPAEN,SPAEN,11-12-006-15W2,,12/1/2015,112.2,96.36521739,,2.3,,,876,876,-5.466666667,-8.085714286,-6.2,-6.7,-5.5,-5.5,-5.3,-3.6,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
53,CRESC,CRESC,07-07-006-15W2,,12/1/2015,112.9,97.06521739,,2.59,,,878,878,-5.466666667,-8.085714286,-6.2,-6.7,-5.5,-5.5,-5.3,-3.6,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
54,LRE,LRE,11-02-005-12W2,,12/7/2015,98.5,90.24513885,,1.44,,,842.7,842.7,4.2,-0.114285714,3.9,5.5,3.3,6.5,3.2,2.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
55,SPAEN,SPAEN,03-03-002-32W1,,12/9/2015,91.8,87.42184144,,1.22,,,825,825,4.483333333,2.166666667,6.5,4.4,3.8,3.5,4.7,4,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
56,RDGBK,RDGBK,12-22-007-11W2,,12/10/2015,97.9,89.64513885,,1.26,,,829.8,829.8,-0.75,1.95952381,-0.2,-0.6,3.8,-1.5,-1.9,-4.1,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
57,CENOV,CENOV,05-16-006-13W2,,12/11/2015,112.7,96.86521739,,2.41,,,871.5,871.5,-3.85,1.071428571,-5.7,-5.2,3.8,-4,-5.3,-6.7,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
58,RDGBK,RDGBK,12-22-007-11W2,,12/11/2015,116.3,111.9218414,,1.26,,,,801.6,-3.85,1.071428571,-5.7,-5.2,3.8,-4,-5.3,-6.7,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
59,SPAEN,SPAEN,11-12-006-15W2,,12/14/2015,79.7,63.86521739,,2.3,,,872.2,872.2,-5.966666667,-1.792857143,-5.3,-4.4,-7.8,-3.8,-6.8,-7.7,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
60,CRESC,CRESC,07-07-006-15W2,,12/14/2015,111.4,95.56521739,,2.59,,,873.7,873.7,-5.966666667,-1.792857143,-5.3,-4.4,-7.8,-3.8,-6.8,-7.7,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
61,SPAEN,SPAEN,16-18-011-04W2,,12/14/2015,96.2,91.82184144,,1.36,,,,813.7,-5.966666667,-1.792857143,-5.3,-4.4,-7.8,-3.8,-6.8,-7.7,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
62,APACH,APACH,07-12-006-11W2,,12/15/2015,93.9,85.64513885,,2.08,,,829.3,829.3,-5.1,-2.807142857,-4.3,-4,-6,-4.5,-6.2,-5.6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
63,LRE,LRE,11-02-005-12W2,,12/15/2015,88.7,80.44513885,,1.44,,,833.9,833.9,-5.1,-2.807142857,-4.3,-4,-6,-4.5,-6.2,-5.6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
64,SPAEN,SPAEN,01-28-002-14W2,,12/15/2015,89.6,81.34513885,,1.38,,,835.9,835.9,-5.1,-2.807142857,-4.3,-4,-6,-4.5,-6.2,-5.6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
65,TORCO,TORCO,04-17-004-31W1,,12/15/2015,85.7,77.44513885,,1.73,,,,865.1,-5.1,-2.807142857,-4.3,-4,-6,-4.5,-6.2,-5.6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
66,CRESC,CRESC,02-13-006-06W2,,12/17/2015,70.6,62.34513885,,1.53,,,847.3,847.3,-11.53333333,-5.85,-11.3,-12.1,-11.5,-12,-9.2,-13.1,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
67,CENOV,CENOV,05-16-006-13W2,,1/11/2016,93.3,77.46521739,,2.41,,,,869.4,-17.45,-14.76904762,-17.2,-18.3,-17,-14.3,-19.2,-18.7,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
68,PMCL,PMCL,01-07-006-10W2, SALES,1/15/2016,77.7,69.44513885,,1.69,,,830,830,-19.11666667,-16.86190476,-16.3,-18.8,-17.3,-21,-20.6,-20.7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
69,SPAEN,SPAEN,01-28-002-14W2,,1/15/2016,76.8,68.54513885,,1.36,,,839.2,839.2,-19.11666667,-16.86190476,-16.3,-18.8,-17.3,-21,-20.6,-20.7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
70,APACH,APACH,07-12-006-11W2,,1/15/2016,70.9,62.64513885,,1.99,,,873.1,873.1,-19.11666667,-16.86190476,-16.3,-18.8,-17.3,-21,-20.6,-20.7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
71,TORCO,TORCO,04-17-004-31W1,,1/18/2016,94.7,86.44513885,,1.73,,,827.8,827.8,-19.4,-18.13333333,-21.2,-21.1,-20.3,-18,-19.1,-16.7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
72,CRESC,CRESC,02-13-006-06W2,,1/19/2016,111,102.7451389,,1.53,,,845.3,845.3,-10.43333333,-17.27619048,-9.8,-9.3,-11.5,-9.3,-11.5,-11.2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
73,SPAEN,SPAEN,11-12-006-15W2,,1/19/2016,110.6,94.76521739,,2.3,,,870,870,-10.43333333,-17.27619048,-9.8,-9.3,-11.5,-9.3,-11.5,-11.2,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
74,CRESC,CRESC,07-07-006-15W2,,1/19/2016,69.5,53.66521739,,2.59,,,873.2,873.2,-10.43333333,-17.27619048,-9.8,-9.3,-11.5,-9.3,-11.5,-11.2,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
75,LRE,LRE,11-02-005-12W2,,1/20/2016,106.2,97.94513885,,1.44,,,844.5,844.5,-9.166666667,-17.06428571,-9.5,-10.1,-7.3,-9.3,-8.7,-10.1,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
76,RDGBK,RDGBK,12-22-007-11W2,,1/20/2016,103.5,99.12184144,,1.26,,,,814.6,-9.166666667,-17.06428571,-9.5,-10.1,-7.3,-9.3,-8.7,-10.1,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
77,CRESC,CRESC,04-08-008-08W2,,1/22/2016,75.4,74.73402913,,0.21,,,800.5,800.5,-8.9,-16.07619048,-7.9,-7.3,-11,-6.8,-11.7,-8.7,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
78,SPAEN,SPAEN,16-18-011-04W2,,1/22/2016,93.7,85.44513885,,1.49,,,844,844,-8.9,-16.07619048,-7.9,-7.3,-11,-6.8,-11.7,-8.7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
79,SPAEN,SPAEN,09-08-004-03W2,,1/28/2016,75.4,67.14513885,,1.08,,,834,834,-3.733333333,-4.697619048,-3.5,-4.2,-3.8,-5.5,-1.7,-3.7,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
80,SPAEN,SPAEN,03-03-002-32W1,,1/29/2016,113.9,105.6451389,,0.95,,,827.8,827.8,0.466666667,-3.35952381,1.8,2.2,0.3,-5.5,1.9,2.1,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
81,SPAEN,SPAEN,09-08-004-03W2,,2/1/2016,113.5,105.2451389,,1.08,,,834.8,834.8,-6.5,-3.411904762,-7.1,-7.4,-7.3,-5.5,-5.2,-6.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
82,SPAEN,SPAEN,03-03-002-32W1,,2/3/2016,116.1,107.8451389,,0.95,,,828.3,828.3,-7.75,-4.728571429,-7.1,-7.5,-9.5,-4.8,-8.3,-9.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
83,LRE,LRE,11-02-005-12W2,,2/3/2016,92.1,83.84513885,,1.44,,,845.5,845.5,-7.75,-4.728571429,-7.1,-7.5,-9.5,-4.8,-8.3,-9.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
84,SECUR ,SECUR ,08-28-005-33W1, REV,2/8/2016,52.5,48.12184144,,0.96,,,824,824,-5.816666667,-5.419047619,-5.1,-5.2,-6.5,-3.5,-7.1,-7.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
85,SECUR ,SECUR ,08-28-005-33W1, SALES,2/8/2016,99.2,90.94513885,,0.96,,,833,833,-5.816666667,-5.419047619,-5.1,-5.2,-6.5,-3.5,-7.1,-7.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
86,CRESC,CRESC,04-08-008-08W2,,3/8/2016,113.5,112.8340291,,0.21,,,801.9,801.9,-0.833333333,0.569047619,-1.9,-1.5,3.3,-0.3,-0.4,-4.2,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
87,SPAEN,SPAEN,03-03-002-32W1,,3/8/2016,122.7,114.4451389,,0.91,,,828.4,828.4,-0.833333333,0.569047619,-1.9,-1.5,3.3,-0.3,-0.4,-4.2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
88,CRESC,CRESC,09-14-009-08W2,,3/9/2016,127,126.3340291,,0.14,,,796.4,796.4,0.016666667,1.166666667,0.3,-0.8,0.3,0,1.9,-1.6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
89,CRESC,CRESC,13-29-008-07W2,,3/9/2016,118.3,117.6340291,,0.15,,,798.4,798.4,0.016666667,1.166666667,0.3,-0.8,0.3,0,1.9,-1.6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
90,SPAEN,SPAEN,16-18-011-04W2,,3/9/2016,89.7,81.44513885,,1.46,,,827.3,827.3,0.016666667,1.166666667,0.3,-0.8,0.3,0,1.9,-1.6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
91,SECUR ,SECUR ,08-28-005-33W1, SALES,3/9/2016,111.1,102.8451389,,0.97,,,835.3,835.3,0.016666667,1.166666667,0.3,-0.8,0.3,0,1.9,-1.6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
92,VERMILLION - TRUCKED IN LOCATION,VERMILLION - TRUCKED IN LOCATION,14-03-001-03W2,,3/10/2016,109.3,108.6340291,,0.12,,,797,797,5,2.161904762,5.1,5.4,5.8,5.3,4.8,3.6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
93,CRESC,CRESC,01-21-001-14W2,,3/10/2016,84,83.33402913,,0.15,,,807.1,807.1,5,2.161904762,5.1,5.4,5.8,5.3,4.8,3.6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
94,RDGBK,RDGBK,03-33-008-06W2,,3/10/2016,101,100.3340291,,0.26,,,813,813,5,2.161904762,5.1,5.4,5.8,5.3,4.8,3.6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
95,TORCO,TORCO,04-17-004-31W1,,3/10/2016,113.6,105.3451389,,1.73,,,828.3,828.3,5,2.161904762,5.1,5.4,5.8,5.3,4.8,3.6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
96,CENOV,CENOV,05-16-006-13W2,,3/10/2016,119.4,103.5652174,,2.41,,,869.5,869.5,5,2.161904762,5.1,5.4,5.8,5.3,4.8,3.6,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
97,CRESC,CRESC,13-29-008-07W2,,3/11/2016,98.1,97.43402913,,0.15,,,799.3,799.3,8.233333333,3.557142857,9.2,7.6,8.8,8,7.5,8.3,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
98,CRESC,CRESC,09-14-009-08W2,,3/11/2016,120.6,119.9340291,,0.14,,,802.2,802.2,8.233333333,3.557142857,9.2,7.6,8.8,8,7.5,8.3,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
99,CRESC,CRESC,09-13-007-11W2,,3/11/2016,116.4,115.7340291,,0.37,,,813.2,813.2,8.233333333,3.557142857,9.2,7.6,8.8,8,7.5,8.3,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,0,0
100,RDGBK,RDGBK,12-22-007-11W2,,3/11/2016,100.6,96.22184144,,1.26,,,821,821,8.233333333,3.557142857,9.2,7.6,8.8,8,7.5,8.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,0,0
101,SPAEN,SPAEN,03-03-002-32W1,,3/11/2016,126.3,118.0451389,,0.91,,,827.3,827.3,8.233333333,3.557142857,9.2,7.6,8.8,8,7.5,8.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
102,SPAEN,SPAEN,09-08-004-03W2,,3/11/2016,65.3,57.04513885,,1.08,,,836.8,836.8,8.233333333,3.557142857,9.2,7.6,8.8,8,7.5,8.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
103,SECUR ,SECUR ,08-28-005-33W1, SALES,3/11/2016,108.5,100.2451389,,0.97,,,832,832,8.233333333,3.557142857,9.2,7.6,8.8,8,7.5,8.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
104,PMCL,PMCL,01-07-006-10W2, SALES,3/15/2016,86.1,77.84513885,,1.68,,,825.1,825.1,0.666666667,5.078571429,-0.2,0.5,0.3,0,2.9,0.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
105,SPAEN,SPAEN,01-28-002-14W2,,3/15/2016,76.9,68.64513885,,1.22,,,827.8,827.8,0.666666667,5.078571429,-0.2,0.5,0.3,0,2.9,0.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
106,LRE,LRE,11-02-005-12W2,,3/15/2016,64.5,56.24513885,,1.44,,,837.1,837.1,0.666666667,5.078571429,-0.2,0.5,0.3,0,2.9,0.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
107,APACH,APACH,07-12-006-11W2,,3/15/2016,80.6,72.34513885,,1.99,,,,876.4,0.666666667,5.078571429,-0.2,0.5,0.3,0,2.9,0.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
108,SPAEN,SPAEN,03-03-002-32W1,,3/16/2016,84.5,76.24513885,,0.91,,,827.4,827.4,-0.45,5.011904762,-1.7,-2.3,0.8,0.5,1,-1,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,0,0
109,CENOV,CENOV,05-16-006-13W2,,3/16/2016,67,51.16521739,,2.41,,,870.1,870.1,-0.45,5.011904762,-1.7,-2.3,0.8,0.5,1,-1,Crude,0,0,0,0,0,0,1,0,0,Midale,5,0,0
