Date,Estevan,Weyburn,Oxbow,Yellow Grass North,Melita,Kipling,Temp.Mean,SD,Temp.Roll
5/27/2017,13.8,14.3,13.3,14.1,14.7,13.5,13.95,0.520576603,13.1547619
5/28/2017,13,12.6,11.8,13.6,13.8,11.8,12.76666667,0.861781101,13.27619048
5/29/2017,12.3,12.8,11.3,11.8,11.9,12.3,12.06666667,0.516397779,13.1952381
5/30/2017,10.2,12.8,11.3,9.7,13.2,11,11.36666667,1.392360107,13.1047619
5/31/2017,13.9,13.7,12.8,13.5,14.2,13.5,13.6,0.473286383,12.7452381
6/1/2017,20,20.8,17.5,21.1,14.2,19,18.76666667,2.592810573,13.73571429
6/2/2017,22.7,20.9,21.3,20.5,24.8,21.5,21.95,1.582087229,14.92380952
6/3/2017,18.6,19.1,18.3,18.4,20.7,18.3,18.9,0.931665176,15.63095238
6/4/2017,19.1,19.5,17.8,19.2,17.9,20.3,18.96666667,0.962635272,16.51666667
6/5/2017,21.6,24,17.8,23.8,19.7,20,21.15,2.44928561,17.81428571
6/6/2017,14.7,13.1,14.8,13.4,18,13.5,14.58333333,1.817048889,18.27380952
6/7/2017,17.1,15.6,18,15.7,18,17,16.9,1.058300524,18.7452381
6/8/2017,17.6,18.1,17,17.3,17.7,17.8,17.58333333,0.386867764,18.57619048
6/9/2017,19.9,20.1,19.3,19.8,17.8,18.5,19.23333333,0.907009739,18.18809524
6/10/2017,19.5,19.2,19.3,18.4,19.1,18,18.91666667,0.584522597,18.19047619
6/11/2017,16.9,15.9,17,14.8,17.7,14.5,16.13333333,1.287892335,17.78571429
6/12/2017,16.8,16.9,17,16.4,16.1,16.5,16.61666667,0.343025752,17.13809524
6/13/2017,15.8,16.7,13.8,17.5,15.7,14.5,15.66666667,1.363329258,17.29285714
6/14/2017,13,12.3,13.3,12.6,14.7,11.8,12.95,1.005484958,16.72857143
6/15/2017,16,15.2,15,15.4,16.1,14,15.28333333,0.765288617,16.4
6/16/2017,15.2,13.7,14.3,13.2,15.2,12.5,14.01666667,1.090718418,15.6547619
6/17/2017,14.3,15.6,14.5,14.8,16.1,14.3,14.93333333,0.750111103,15.08571429
6/18/2017,16.4,15.8,15.8,15.9,15.2,14.8,15.65,0.56480085,15.01666667
6/19/2017,15.1,15.4,14.5,15.2,14.8,13.8,14.8,0.583095189,14.75714286
6/20/2017,15,16,13.5,15.4,14.4,14.8,14.85,0.85732141,14.64047619
6/21/2017,18.5,18.3,17.5,16.8,19,16.5,17.76666667,0.995322393,15.32857143
6/22/2017,14.6,13.7,14.3,13.1,16,12,13.95,1.366382084,15.13809524
6/23/2017,11.7,11.8,11,11.6,11.5,10,11.26666667,0.68019605,14.7452381
6/24/2017,11.2,10.8,9.8,11.7,10.9,10.8,10.86666667,0.625033332,14.16428571
6/25/2017,14.1,14.4,12.8,14.3,12.8,13.5,13.65,0.728697468,13.87857143
6/26/2017,15.2,15.3,12.3,15,13,13.8,14.1,1.264911064,13.77857143
6/27/2017,20.6,21.6,17.3,21.9,20,19.3,20.11666667,1.686910391,14.53095238
6/28/2017,16.8,15.2,17,16.2,19.5,16.3,16.83333333,1.448677558,14.39761905
6/29/2017,16.2,17.6,18.3,16.3,17,16,16.9,0.907744457,14.81904762
6/30/2017,15.4,15.1,15,15.1,15.4,15.5,15.25,0.207364414,15.38809524
7/1/2017,18,17.9,15,17.2,16.8,17,16.98333333,1.085203514,16.26190476
7/2/2017,17.1,17.7,15,17.5,15.6,16.3,16.53333333,1.085664159,16.67380952
7/3/2017,22.7,23.9,15,23.6,21.6,16.3,20.51666667,3.875779491,17.59047619
