ID,Producer,Battery,Battery.1,SDate,VP,Sulf,S.Temp,A.Temp,Dens,Temp.Mean,Temp.Roll,Estevan,Weyburn,Oxbow,Yellow Grass North,Melita,Kipling,CrudeType,Unknown,C5,Light_LSB,Light_SW,Medium_LSB,Medium_SW,Midale,Heavy_SW,Heavy_Sour,Crude_Breakdown,Crude_Num,VolumeM3,mth,Net Sulf,Net Dens,Net VP,SS_VP,SS_Dens,SS_Sulf,VP_95_Spec
121,CRESC,03-12-002-19W2,,2/18/2017,65.9,2.562,13.5,1,877.5,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,0,0,0,1,0,0,Midale,5,303.271,2,681800.215,266120.3025,19985.5589,1.669264,0.026896,0.003992521,0
122,SECUR ,08-28-005-33W1, REV,2/18/2017,80.6,1.083,4.5,-1,846.7,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,88489981.75,81708201.07,7778057.17,1.962484658,10.02948036,0.0583713,0
123,SECUR ,08-28-005-33W1, SALES,2/18/2017,99.5,1.055,7.9,-1,833,-0.55,-1.026190476,-1.9,-1.6,-1,-0.6,-0.2,2,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,84807361.19,80386124.35,9601944.025,306.2189524,110.9454481,0.072684986,0
124,CRESC,07-07-006-15W2,,2/19/2017,69.9,2.711,17.6,1,868.6,-0.2,-0.29047619,-0.1,-0.1,-0.8,-0.4,0.2,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,5073.82,2,11947702.46,4407120.052,354660.018,146.4314685,628.3512546,1.922100711,0
125,RDGBK,02-26-009-09W2,,2/21/2017,80.8,0.165,27.1,6,809.6,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,7768.68,2,1037771.349,6289523.328,627709.344,134.8865708,0.085978167,0.02192608,0
126,CRESC,13-29-008-07W2,,2/21/2017,89.6,0.169,26,6,801.3,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,8347.01,2,1130349.59,6688459.113,747892.096,7.918977564,73.84343579,0.020757484,0
127,RDGBK,12-06-009-07W2,,2/21/2017,83.4,0.265,2.2,6,810.2,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,7967.62,2,1710671.917,6455365.724,664499.508,81.25341824,0.09411376,0.002311165,0
128,RDGBK,03-33-008-06W2,,2/21/2017,88,0.283,14.1,6,807.8,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,12819.81,2,2930703.433,10355842.52,1128143.28,19.48399451,4.381571388,0.00090448,0
129,SPAEN,13-03-006-34W1,,2/21/2017,61.3,1.208,24.6,6,843.6,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,6151.16,2,6268455.24,5189118.576,377066.108,428.5267266,0.004480359,0.013595917,0
130,CRESC,13-13-007-02W2,,2/21/2017,73.1,1.279,32.9,6,846.1,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4432.74,2,4796942.341,3750541.314,324033.294,79.22579111,6.589157778,0.0020795,0
131,SPAEN,16-18-011-04W2,,2/21/2017,89.5,1.406,15.6,6,820.8,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,7771.4,2,8968543.759,6378765.12,695540.3,10.28094807,5.433224572,0.524316182,0
132,RDGBK,12-22-007-11W2,,2/21/2017,85.9,1.719,19.2,6,840.1,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4978.74,2,7189957.256,4182639.474,427673.766,15.20308143,11.78593197,0.155550151,0
133,SECUR ,08-28-005-33W1, REV,2/21/2017,72.2,1.308,7.7,6,850.2,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,107316112.9,82045957.89,6967440.79,96.05738788,44.44802875,0.000275611,0
134,SECUR ,08-28-005-33W1, SALES,2/21/2017,98.4,1.122,8,6,839.7,-0.05,0.847619048,1.1,-0.4,-1.3,1.4,-1.1,0,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,90918675.28,81032687.42,9495791.88,268.930904,14.69238358,0.041047381,0
135,CRESC,09-13-007-11W2,,2/22/2017,78.3,0.525,15.8,3,816.9,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,16928.63,2,7260223.87,13828997.85,1325511.729,207.5441233,2.461987459,0.024618613,0
136,CRESC,13-30-007-10W2,,2/22/2017,80.9,0.543,16.6,3,816.4,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,11683.09,2,5179174.549,9538074.676,945161.981,139.3908862,4.281059624,0.019294098,0
137,CRESC,11-15-007-09W2,,2/22/2017,97.5,0.595,6.1,3,813.1,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,5063.22,2,2449557.988,4116904.182,493663.95,22.97868003,28.82693591,0.007552165,0
138,CRESC,04-08-008-08W2,,2/22/2017,97.3,0.639,8.6,3,820.2,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,124428.83,2,65214120.35,102056526.4,12106925.16,21.10123673,2.99611117,0.001840684,0
139,RDGBK,12-22-007-11W2,,2/22/2017,93.8,1.655,15.5,3,839,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4978.74,2,6913204.533,4177162.86,467005.812,139.2190653,20.54867391,0.109163147,0
140,SPAEN,11-12-006-15W2,,2/22/2017,73.3,2.368,33.9,3,870.4,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,6655.18,2,13717039.42,5792668.672,487824.694,75.550864,48.108096,0.066144844,0
141,CRESC,07-07-006-15W2,,2/22/2017,71,2.533,15.7,3,870.1,-0.85,0.973809524,-1.1,-1.5,0.3,-0.8,0.3,-2.3,Crude,0,0,0,0,0,0,1,0,0,Midale,5,5073.82,2,11182513.07,4414730.782,360241.22,40.857664,52.359696,0.008498332,0
142,CRESC,01-21-001-14W2,,2/23/2017,70.1,0.212,4.5,-1,804.1,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,17200.88,2,2932220.253,13831227.61,1205781.688,497.9176216,33.5614019,0.01021607,0
143,CRESC,14-27-001-13W2,,2/23/2017,90.6,0.393,16.7,-1,811.2,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,20149.22,2,6423603.575,16345047.26,1825519.332,3.290841971,1.707673082,0.006388073,0
144,CRESC,14-13-001-05W2,,2/23/2017,91.1,0.536,5,-1,806.7,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,20596.55,2,8905766.97,16615236.89,1876345.705,2.580494463,138.5110596,0.021287743,0
145,SPAEN,09-08-004-03W2,,2/23/2017,90.9,1.21,27.9,-1,836.7,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,12541.53,2,12697132.76,10493498.15,1140025.077,79.19421046,46.69077068,0.013133511,0
146,SPAEN,01-28-002-14W2,,2/23/2017,100.9,1.333,25.2,-1,815.8,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,5483.61,2,5963214.208,4473529.038,553296.249,67.13521611,7.123946222,0.423927048,0
147,CRESC,02-13-006-06W2,,2/23/2017,78.4,1.524,27.3,-1,850.1,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1437.39,2,1862214.064,1221925.239,112691.376,12.96638788,43.12464165,0.039759749,0
148,RDGBK,12-22-007-11W2,,2/23/2017,91.4,1.64,9.4,-1,836.5,-4.083333333,-0.011904762,-3.5,-3.5,-4.5,-3.4,-3.6,-6,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4978.74,2,6830134.256,4164716.01,455056.836,88.34332337,49.46399649,0.099476193,0
149,CRESC,10-33-004-32W1,,2/25/2017,67.2,0.96,17,-8,839.8,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,665.443,2,536485.4701,558839.0314,44717.7696,219.0662589,13.93577068,0.132934277,0
150,CRESC,12-23-005-31W1,,2/25/2017,88.3,1.064,15.6,-8,837.9,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,980.716,2,874333.4203,821741.9364,86597.2228,39.67882337,31.73141584,0.067913159,0
151,CRESC,16-10-006-30W1,,2/25/2017,78.8,1.502,13.8,-8,849.8,-11.83333333,-3.121428571,-12.3,-11.9,-10,-11.3,-13.5,-12,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1571.37,2,2005696.039,1335350.226,123823.956,10.24567821,39.27448036,0.031470216,0
152,CRESC,02-20-006-32W1,,2/26/2017,72.9,0.8,15.2,-11,831.6,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1474.44,2,980915.4432,1226144.304,107486.676,82.82614595,142.3980287,0.275206768,0
153,CRESC,08-13-006-33W1,,2/26/2017,46.1,0.856,11.4,-11,843,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,471.403,2,340168.176,397392.729,21731.6783,1288.873694,0.284157778,0.219587396,0
154,CRESC,05-14-003-01W2,,2/26/2017,87,0.904,11.5,-11,823.9,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,2335.38,2,1739404.102,1924119.582,203178.06,32.56290683,29.49497715,0.04932699,0
155,CRESC,14-33-003-01W2,,2/26/2017,71.8,0.951,8.5,-11,837.1,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,935.003,2,744339.1517,782691.0113,67133.2154,104.0580976,41.38431907,0.139578105,0
156,CRESC,13-11-004-02W2,,2/26/2017,75.2,1.134,15.8,-11,840.5,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,768.605,2,732578.1778,646012.5025,57799.096,46.2520653,9.199480359,0.036328944,0
157,SECUR ,08-28-005-33W1, REV,2/26/2017,75.5,1.106,3.3,-11,845.5,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,90241192.99,81592398.73,7285897.225,42.26153305,3.868835198,0.04778663,0
158,SECUR ,08-28-005-33W1, SALES,2/26/2017,97.9,1.092,4.7,-11,833.2,-11.91666667,-4.795238095,-12.6,-10.4,-12.3,-9.4,-14.5,-12.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,87802723.82,80405424.74,9447540.905,252.7817911,106.7722223,0.054103473,0
159,CRESC,13-30-007-10W2,,2/28/2017,87,0.509,5.1,-14,814.1,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,11683.09,2,4841202.617,9511203.569,1016428.83,32.56290683,19.08879158,0.029895515,0
160,CRESC,09-13-007-11W2,,2/28/2017,88.2,0.538,16.7,-14,814.7,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,16928.63,2,7419964.115,13791754.86,1493105.166,20.30756663,14.20590498,0.02070813,0
161,CRESC,04-08-008-08W2,,2/28/2017,101.1,0.646,3.1,-14,820.9,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,124428.83,2,65984782.75,102143626.5,12579754.71,70.45265941,5.909410139,0.001289039,0
162,CRESC,11-15-007-09W2,,2/28/2017,85.4,0.842,2.8,-14,822.9,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,5063.22,2,3508212.987,4166523.738,432398.988,53.38336044,19.63312148,0.025630987,0
163,CRESC,13-13-007-02W2,,2/28/2017,78.1,1.266,29.3,-14,844.4,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,4432.74,2,4738645.16,3743005.656,346196.994,15.21692014,0.751577133,0.00343414,0
164,SECUR ,08-28-005-33W1, REV,2/28/2017,97.6,0.883,2.8,14,827.5,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,70512286.08,79855363.63,9418590.32,243.3323234,257.0591578,0.195011913,0
165,SECUR ,08-28-005-33W1, SALES,2/28/2017,100.9,1.188,4.4,-14,839,-14.38333333,-9.24047619,-14.4,-12.6,-17,-11.7,-16.6,-14,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,96501.95,2,96186581.63,80965136.05,9737046.755,357.1764685,20.54867391,0.018659979,0
166,CRESC,01-21-001-14W2,,3/1/2017,82.3,0.221,16.7,-15,807.7,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,19019.34,3,3394984.523,15361920.92,1565291.682,102.2943674,4.810215455,0.008477728,0
167,CRESC,14-27-001-13W2,,3/1/2017,89.3,0.51,21.3,-15,816.6,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,21566.57,3,8981743.142,17611261.06,1925894.701,11.60350477,3.493430758,0.029550709,0
168,CRESC,07-07-006-15W2,,3/1/2017,83.9,2.856,15.3,-15,871,-12.73333333,-10.93809524,-12.5,-11.6,-14,-10.9,-13.9,-13.5,Crude,0,0,0,0,0,0,1,0,0,Midale,5,6292.73,3,15653644.12,5480967.83,527960.047,372.181264,40.144896,0.053274918,0
169,CRESC,14-13-001-05W2,,3/2/2017,86.5,0.515,4.3,-15,814.9,-14.1,-12.36904762,-13.4,-12.8,0,-12.5,-18,-13.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,20568.14,3,8631903.302,16760977.29,1779144.11,38.51929859,12.73827612,0.027856677,0
170,CRESC,05-14-003-01W2,,3/2/2017,90.1,0.899,16.2,-15,825.3,-14.1,-12.36904762,-13.4,-12.8,0,-12.5,-18,-13.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,2628.26,3,1950023.577,2169102.978,236806.226,65.59562982,332.4446416,0.181136664,0
171,CRESC,02-13-006-06W2,,3/2/2017,88.7,1.453,25.7,-15,846.4,-14.1,-12.36904762,-13.4,-12.8,0,-12.5,-18,-13.8,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,1407.96,3,1731536.241,1191697.344,124886.052,44.87811369,8.219319069,0.016486167,0
172,CRESC,09-13-007-11W2,,3/5/2017,88.3,0.493,16.2,4,816,-0.05,-9.15,0.8,-0.5,-1.8,1.1,-0.7,0.8,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,23623.54,3,9503466.66,19276808.64,2085958.582,16.92555384,37.29275783,0.032373158,0
173,CRESC,04-08-008-08W2,,3/5/2017,103,0.605,,4,814.4,-0.05,-9.15,0.8,-0.5,-1.8,1.1,-0.7,0.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,132627.41,3,65347116.44,108011762.7,13660623.23,105.9583708,16.55734828,0.005914102,0
174,CRESC,13-30-007-10W2,,3/5/2017,92.1,0.654,17,4,820.8,-0.05,-9.15,0.8,-0.5,-1.8,1.1,-0.7,0.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,10867.9,3,5833923.497,8920372.32,1000933.59,0.367710958,5.433224572,0.000778588,0
175,CRESC,11-15-007-09W2,,3/5/2017,91,0.691,6.5,4,817.3,-0.05,-9.15,0.8,-0.5,-1.8,1.1,-0.7,0.8,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6514.04,3,3678832.1,5323924.892,592777.64,2.911772813,1.366729727,8.28E-05,0
176,CRESC,14-13-001-05W2,,3/9/2017,88.5,0.554,3.1,-25,821.4,-19.1,-8.697619048,-19,-18.9,-18,-18.2,-21.2,-19.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,20568.14,3,9359647.289,16894670.2,1820280.39,17.69373158,8.590337974,0.016359228,0
177,CRESC,13-30-007-10W2,,3/9/2017,90.1,0.597,8.3,-25,815.9,-19.1,-8.697619048,-19,-18.9,-18,-18.2,-21.2,-19.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,10867.9,3,5293670.407,8867119.61,979197.79,6.793277968,6.600131789,0.007208553,0
178,CRESC,11-15-007-09W2,,3/9/2017,97.8,0.746,2.5,-25,818.9,-19.1,-8.697619048,-19,-18.9,-18,-18.2,-21.2,-19.3,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,6514.04,3,3979423.128,5334347.356,637073.112,25.94484498,0.185698799,0.0041084,0
179,SECUR ,08-28-005-33W1, REV,3/9/2017,79.6,1.259,4.3,-25,845.1,-19.1,-8.697619048,-19,-18.9,-18,-18.2,-21.2,-19.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,106074.85,3,112861614.4,89643855.74,8443558.06,5.764258851,2.455286811,0.004303561,0
180,SECUR ,08-28-005-33W1, SALES,3/9/2017,104.1,1.1,1.5,-25,829.8,-19.1,-8.697619048,-19,-18.9,-18,-18.2,-21.2,-19.3,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,106074.85,3,96823001.58,88020910.53,11042391.89,488.3707911,188.597061,0.050445848,0
181,CRESC,14-27-001-13W2,,3/10/2017,83.7,0.275,15.1,-25,809.8,-21.28333333,-10.67857143,-20.8,-20.5,-22,-19.6,-23.3,-21.5,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,21566.57,3,4802767.306,17464608.39,1805121.909,75.93497756,0.008690032,0.001449673,0
182,CRESC,09-13-007-11W2,,3/10/2017,96.8,0.544,12.4,-25,812.6,-21.28333333,-10.67857143,-20.8,-20.5,-22,-19.6,-23.3,-21.5,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,23623.54,3,10442889.8,19196488.6,2286758.672,16.75762848,34.44600808,0.019017291,0
183,CRESC,02-16-010-02W2,,3/10/2017,83.9,1.819,-8,-25,856.4,-21.28333333,-10.67857143,-20.8,-20.5,-22,-19.6,-23.3,-21.5,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,335.488,3,522620.3883,287311.9232,28147.4432,3.606629819,165.5580287,0.244429845,0
184,CRESC,04-08-008-08W2,,3/11/2017,107.3,0.591,2,-17,817.5,-18,-13.18571429,-17.7,-18.1,-18.5,-17.6,-18.1,-18,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,132627.41,3,64077938.44,108422907.7,14230921.09,212.9734017,0.939100861,0.008263391,0
185,SECUR ,08-28-005-33W1, REV,3/11/2017,89.5,1.031,4.5,-17,843.9,-18,-13.18571429,-17.7,-18.1,-18.5,-17.6,-18.1,-18,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,106074.85,3,92291579.46,89516565.92,9493699.075,56.23669434,0.134641649,0.08620186,0
186,SECUR ,08-28-005-33W1, SALES,3/11/2017,101.3,1.059,2.6,-17,833.9,-18,-13.18571429,-17.7,-18.1,-18.5,-17.6,-18.1,-18,Crude,0,0,0,0,1,0,0,0,0,Medium_LSB,3,106074.85,3,93674710.64,88455817.42,10745382.31,372.4557589,92.79593197,0.070544174,0
187,CRESC,13-29-008-07W2,,3/12/2017,98.4,0.183,23,-14,801.2,-17.21666667,-15.63809524,-17.3,-17.3,-17,-16.8,-18.9,-16,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,1638.67,3,240261.1399,1312902.404,161245.128,35.83138434,75.57207986,0.016919395,0
188,CRESC,01-21-001-14W2,,3/12/2017,86.1,0.189,19,-14,807.5,-17.21666667,-15.63809524,-17.3,-17.3,-17,-16.8,-18.9,-16,Crude,0,0,0,1,0,0,0,0,0,Light_SW,2,19019.34,3,2902684.122,15358117.05,1637565.174,39.86745214,5.727503591,0.0153945,0
189,CRESC,04-08-008-08W2,,3/12/2017,106.2,0.566,2.4,-14,818.3,-17.21666667,-15.63809524,-17.3,-17.3,-17,-16.8,-18.9,-16,Crude,0,0,1,0,0,0,0,0,0,Light_LSB,1,132627.41,3,61427419.44,108529009.6,14085030.94,182.0774635,0.028585397,0.013433551,0
